du3_stressType,du3_stepStress,du2_stressType,du2_stepStress,du1_stressType,du1_stepStress,du0_stressType,du0_stepStress,cu3_stressType,cu3_stepStress,cu2_stressType,cu2_stepStress,cu1_stressType,cu1_stepStress,cu0_stressType,cu0_stepStress
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
